"Player","Born","Url","player_dob","player_url","player_position"
"Alejandro Gómez","2002","https://fbref.com/en/players/5b04fbf2/Alejandro-Gomez",2002-01-31,"https://www.transfermarkt.com/alejandro-gomez/profil/spieler/504104","Centre-Back"
"Alejandro Guerra","1985","https://fbref.com/en/players/75813cf5/Alejandro-Guerra",1985-07-09,"https://www.transfermarkt.com/alejandro-guerra/profil/spieler/72540","Attacking Midfield"
"Alejandro Guido","1994","https://fbref.com/en/players/b7712583/Alejandro-Guido",1994-03-22,"https://www.transfermarkt.com/alejandro-guido/profil/spieler/189883","Defensive Midfield"
"Alejandro Mayorga","1997","https://fbref.com/en/players/42fa6572/Alejandro-Mayorga",1997-05-29,"https://www.transfermarkt.com/alejandro-mayorga/profil/spieler/401344","Left-Back"
"Alejandro Organista","2000","https://fbref.com/en/players/8cfe38af/Alejandro-Organista",2000-06-02,"https://www.transfermarkt.com/alejandro-organista/profil/spieler/644272","Central Midfield"
"Alejandro Peláez","1994","https://fbref.com/en/players/d4ffc1a6/Alejandro-Pelaez",1994-02-04,"https://www.transfermarkt.com/alejandro-pelaez/profil/spieler/359256","Goalkeeper"
"Alejandro Rivero","2000","https://fbref.com/en/players/44d1c7c0/Alejandro-Rivero",2000-01-14,"https://www.transfermarkt.com/alejandro-rivero/profil/spieler/854361","Centre-Forward"
"Alejandro Zamudio","1998","https://fbref.com/en/players/a7feb190/Alejandro-Zamudio",1998-02-25,"https://www.transfermarkt.com/alejandro-zamudio/profil/spieler/426442","Right Winger"
"Alejandro Zendejas","1998","https://fbref.com/en/players/d717b80e/Alejandro-Zendejas",1998-02-07,"https://www.transfermarkt.com/alejandro-zendejas/profil/spieler/351505","Right Winger"
"Alek Álvarez","2003","https://fbref.com/en/players/5ab26e83/Alek-Alvarez",2003-04-02,"https://www.transfermarkt.com/alek-alvarez/profil/spieler/804282","Left Winger"
"Aleksandar Bjelica","1994","https://fbref.com/en/players/b4064a0f/Aleksandar-Bjelica",1994-01-07,"https://www.transfermarkt.com/aleksandar-bjelica/profil/spieler/273004","Centre-Back"
"Alerrandro","2000","https://fbref.com/en/players/3415a44d/Alerrandro",2000-01-12,"https://www.transfermarkt.com/alerrandro/profil/spieler/371996","Centre-Forward"
"Alessandro Ciranni","1996","https://fbref.com/en/players/38d40896/Alessandro-Ciranni",1996-06-28,"https://www.transfermarkt.com/alessandro-ciranni/profil/spieler/338680","Right-Back"
"Alessandro Damen","1990","https://fbref.com/en/players/bba3be29/Alessandro-Damen",1990-05-17,"https://www.transfermarkt.com/alessandro-damen/profil/spieler/321327","Goalkeeper"
"Alesson","1999","https://fbref.com/en/players/611e984e/Alesson",1999-02-16,"https://www.transfermarkt.com/alesson/profil/spieler/480225","Attacking Midfield"
"Alex","1999","https://fbref.com/en/players/7367baf7/Alex",1999-05-10,"https://www.transfermarkt.com/alex/profil/spieler/628223","Centre-Back"
"Alex","1991","https://fbref.com/en/players/8e2e3716/Alex",1991-08-27,"https://www.transfermarkt.com/alex/profil/spieler/86811","Left Winger"
"Alex Bangura","1999","https://fbref.com/en/players/c47e09ba/Alex-Bangura",1999-07-13,"https://www.transfermarkt.com/alex-bangura/profil/spieler/435821","Left-Back"
"Alex Baptiste","1986","https://fbref.com/en/players/7b72f0b6/Alex-Baptiste",1986-01-31,"https://www.transfermarkt.com/alex-baptiste/profil/spieler/16660","Centre-Back"
"Alex Bass","1998","https://fbref.com/en/players/3278d395/Alex-Bass",1998-04-01,"https://www.transfermarkt.com/alex-bass/profil/spieler/334687","Goalkeeper"
"Alex Bruce","1984","https://fbref.com/en/players/102ed2b2/Alex-Bruce",1984-09-28,"https://www.transfermarkt.com/alex-bruce/profil/spieler/37957","Centre-Back"
"Àlex Carbonell","1997","https://fbref.com/en/players/aad99f27/Alex-Carbonell",1997-09-15,"https://www.transfermarkt.com/alex-carbonell/profil/spieler/262389","Central Midfield"
