"player_name","player_dob","player_url","player_position","tm_surname","tm_yob"
"Nikolas Nartey",2000-02-22,"https://www.transfermarkt.com/nikolas-nartey/profil/spieler/400546","Central Midfield","Nartey",2000
"Nils Petersen",1988-12-06,"https://www.transfermarkt.com/nils-petersen/profil/spieler/42936","Centre-Forward","Petersen",1988
"Noah Atubolu",2002-05-25,"https://www.transfermarkt.com/noah-atubolu/profil/spieler/526845","Goalkeeper","Atubolu",2002
"Noah Fadiga",1999-12-03,"https://www.transfermarkt.com/noah-fadiga/profil/spieler/379168","Right-Back","Fadiga",1999
"Noah Jean Holm",2001-05-23,"https://www.transfermarkt.com/noah-jean-holm/profil/spieler/494177","Centre-Forward","Holm",2001
"Noah Joel Sarenren Bazee",1996-08-21,"https://www.transfermarkt.com/noah-joel-sarenren-bazee/profil/spieler/283001","Right Winger","Bazee",1996
"Noah Mbamba",2005-01-05,"https://www.transfermarkt.com/noah-mbamba/profil/spieler/743395","Defensive Midfield","Mbamba",2005
"Noah Weißhaupt",2001-09-20,"https://www.transfermarkt.com/noah-weisshaupt/profil/spieler/392163","Left Winger","Weißhaupt",2001
"Noni Madueke",2002-03-10,"https://www.transfermarkt.com/noni-madueke/profil/spieler/503987","Right Winger","Madueke",2002
"Norbert Gyomber",1992-07-03,"https://www.transfermarkt.com/norbert-gyomber/profil/spieler/205054","Centre-Back","Gyomber",1992
"Nordi Mukiele",1997-11-01,"https://www.transfermarkt.com/nordi-mukiele/profil/spieler/348026","Right-Back","Mukiele",1997
"Nordine Kandil",2001-10-31,"https://www.transfermarkt.com/nordine-kandil/profil/spieler/891379","Attacking Midfield","Kandil",2001
"Noussair Mazraoui",1997-11-14,"https://www.transfermarkt.com/noussair-mazraoui/profil/spieler/340456","Right-Back","Mazraoui",1997
"Nuno Da Costa",1991-02-10,"https://www.transfermarkt.com/nuno-da-costa/profil/spieler/306166","Centre-Forward","Costa",1991
"Nuno Mendes",2002-06-19,"https://www.transfermarkt.com/nuno-mendes/profil/spieler/616341","Left-Back","Mendes",2002
"Nuno Tavares",2000-01-26,"https://www.transfermarkt.com/nuno-tavares/profil/spieler/535955","Left-Back","Tavares",2000
"Odilon Kossounou",2001-01-04,"https://www.transfermarkt.com/odilon-kossounou/profil/spieler/644771","Centre-Back","Kossounou",2001
"Odsonne Edouard",1998-01-16,"https://www.transfermarkt.com/odsonne-edouard/profil/spieler/344152","Centre-Forward","Edouard",1998
"Oier Zarraga",1999-01-04,"https://www.transfermarkt.com/oier-zarraga/profil/spieler/524010","Central Midfield","Zarraga",1999
"Oihan Sancet",2000-04-25,"https://www.transfermarkt.com/oihan-sancet/profil/spieler/571020","Attacking Midfield","Sancet",2000
"Ola Aina",1996-10-08,"https://www.transfermarkt.com/ola-aina/profil/spieler/236490","Right-Back","Aina",1996
"Ola Solbakken",1998-09-07,"https://www.transfermarkt.com/ola-solbakken/profil/spieler/431811","Right Winger","Solbakken",1998
"Oleksandr Zinchenko",1996-12-15,"https://www.transfermarkt.com/oleksandr-zinchenko/profil/spieler/203853","Left-Back","Zinchenko",1996
"Oliver Abildgaard",1996-06-10,"https://www.transfermarkt.com/oliver-abildgaard/profil/spieler/325993","Defensive Midfield","Abildgaard",1996
"Oliver Baumann",1990-06-02,"https://www.transfermarkt.com/oliver-baumann/profil/spieler/55089","Goalkeeper","Baumann",1990
"Oliver Christensen",1999-03-22,"https://www.transfermarkt.com/oliver-christensen/profil/spieler/471936","Goalkeeper","Christensen",1999
"Oliver Kamdem",2002-10-15,"https://www.transfermarkt.com/oliver-kamdem/profil/spieler/969154","Right-Back","Kamdem",2002
"Oliver Skipp",2000-09-16,"https://www.transfermarkt.com/oliver-skipp/profil/spieler/406638","Defensive Midfield","Skipp",2000
"Óliver Torres",1994-11-10,"https://www.transfermarkt.com/oliver-torres/profil/spieler/214775","Central Midfield","Torres",1994
"Oliver Zandén",2001-08-14,"https://www.transfermarkt.com/oliver-zanden/profil/spieler/611195","Left-Back","Zandén",2001
"Olivier Giroud",1986-09-30,"https://www.transfermarkt.com/olivier-giroud/profil/spieler/82442","Centre-Forward","Giroud",1986
"Ollie Watkins",1995-12-30,"https://www.transfermarkt.com/ollie-watkins/profil/spieler/324358","Centre-Forward","Watkins",1995
"Omar Alderete",1996-12-26,"https://www.transfermarkt.com/omar-alderete/profil/spieler/353032","Centre-Back","Alderete",1996
"Omar El Hilali",2003-09-12,"https://www.transfermarkt.com/omar-el-hilali/profil/spieler/822331","Right-Back","Hilali",2003
"Omar Marmoush",1999-02-07,"https://www.transfermarkt.com/omar-marmoush/profil/spieler/445939","Centre-Forward","Marmoush",1999
"Omar Mascarell",1993-02-02,"https://www.transfermarkt.com/omar-mascarell/profil/spieler/142031","Defensive Midfield","Mascarell",1993
"Omar Richards",1998-02-15,"https://www.transfermarkt.com/omar-richards/profil/spieler/424881","Left-Back","Richards",1998
"Ömer Beyaz",2003-08-29,"https://www.transfermarkt.com/omer-beyaz/profil/spieler/588020","Attacking Midfield","Beyaz",2003
"Ondrej Duda",1994-12-05,"https://www.transfermarkt.com/ondrej-duda/profil/spieler/232418","Attacking Midfield","Duda",1994
"Orel Mangala",1998-03-18,"https://www.transfermarkt.com/orel-mangala/profil/spieler/289592","Central Midfield","Mangala",1998
"Oriol Romeu",1991-09-24,"https://www.transfermarkt.com/oriol-romeu/profil/spieler/66100","Defensive Midfield","Romeu",1991
"Örjan Nyland",1990-09-10,"https://www.transfermarkt.com/orjan-nyland/profil/spieler/73517","Goalkeeper","Nyland",1990
"Orji Okwonkwo",1998-01-19,"https://www.transfermarkt.com/orji-okwonkwo/profil/spieler/401935","Right Winger","Okwonkwo",1998
"Óscar de Marcos",1989-04-14,"https://www.transfermarkt.com/oscar-de-marcos/profil/spieler/96718","Right-Back","Marcos",1989
"Oscar Fraulo",2003-12-06,"https://www.transfermarkt.com/oscar-fraulo/profil/spieler/610428","Central Midfield","Fraulo",2003
"Óscar Gil",1998-04-26,"https://www.transfermarkt.com/oscar-gil/profil/spieler/544106","Right-Back","Gil",1998
"Óscar Mingueza",1999-05-13,"https://www.transfermarkt.com/oscar-mingueza/profil/spieler/331505","Centre-Back","Mingueza",1999
"Óscar Plano",1991-02-11,"https://www.transfermarkt.com/oscar-plano/profil/spieler/221309","Right Winger","Plano",1991
"Óscar Rodríguez",1998-06-28,"https://www.transfermarkt.com/oscar-rodriguez/profil/spieler/284884","Attacking Midfield","Rodríguez",1998
"Óscar Trejo",1988-04-26,"https://www.transfermarkt.com/oscar-trejo/profil/spieler/30321","Attacking Midfield","Trejo",1988
"Óscar Valentín",1994-08-20,"https://www.transfermarkt.com/oscar-valentin/profil/spieler/517753","Central Midfield","Valentín",1994
"Oskar Preil",2003-09-14,"https://www.transfermarkt.com/oskar-preil/profil/spieler/710045","Goalkeeper","Preil",2003
"Oumar Gonzalez",1998-02-25,"https://www.transfermarkt.com/oumar-gonzalez/profil/spieler/388795","Centre-Back","Gonzalez",1998
"Ouparine Djoco",1998-04-22,"https://www.transfermarkt.com/ouparine-djoco/profil/spieler/594993","Goalkeeper","Djoco",1998
"Ousmane Camara",2003-03-06,"https://www.transfermarkt.com/ousmane-camara/profil/spieler/804711","Centre-Back","Camara",2003
"Ousmane Camara",2001-11-03,"https://www.transfermarkt.com/ousmane-camara/profil/spieler/827950","Centre-Forward","Camara",2001
"Ousmane Dembélé",1997-05-15,"https://www.transfermarkt.com/ousmane-dembele/profil/spieler/288230","Right Winger","Dembélé",1997
"Ousoumane Camara",1998-12-19,"https://www.transfermarkt.com/ousoumane-camara/profil/spieler/478107","Defensive Midfield","Camara",1998
"Ozan Kabak",2000-03-25,"https://www.transfermarkt.com/ozan-kabak/profil/spieler/361260","Centre-Back","Kabak",2000
"Pablo Barrios",2003-06-15,"https://www.transfermarkt.com/pablo-barrios/profil/spieler/775605","Central Midfield","Barrios",2003
"Pablo Fornals",1996-02-22,"https://www.transfermarkt.com/pablo-fornals/profil/spieler/357885","Attacking Midfield","Fornals",1996
"Pablo Galdames",1996-12-30,"https://www.transfermarkt.com/pablo-galdames/profil/spieler/313830","Defensive Midfield","Galdames",1996
"Pablo Ibáñez",1998-09-20,"https://www.transfermarkt.com/pablo-ibanez/profil/spieler/785353","Central Midfield","Ibáñez",1998
"Pablo Maffeo",1997-07-12,"https://www.transfermarkt.com/pablo-maffeo/profil/spieler/251876","Right-Back","Maffeo",1997
"Pablo Marí",1993-08-31,"https://www.transfermarkt.com/pablo-mari/profil/spieler/210178","Centre-Back","Marí",1993
"Pablo Rosario",1997-01-07,"https://www.transfermarkt.com/pablo-rosario/profil/spieler/370791","Defensive Midfield","Rosario",1997
"Pablo Sarabia",1992-05-11,"https://www.transfermarkt.com/pablo-sarabia/profil/spieler/74230","Right Winger","Sarabia",1992
"Pablo Torre",2003-04-03,"https://www.transfermarkt.com/pablo-torre/profil/spieler/720038","Central Midfield","Torre",2003
"Paolo Ghiglione",1997-02-02,"https://www.transfermarkt.com/paolo-ghiglione/profil/spieler/313477","Right-Back","Ghiglione",1997
"Papa Ndiaga Yade",2000-01-05,"https://www.transfermarkt.com/papa-ndiaga-yade/profil/spieler/568702","Left Winger","Yade",2000
"Pape Cheikh",1997-08-08,"https://www.transfermarkt.com/pape-cheikh/profil/spieler/336828","Central Midfield","Cheikh",1997
"Pape Gueye",1999-01-24,"https://www.transfermarkt.com/pape-gueye/profil/spieler/485963","Defensive Midfield","Gueye",1999
"Pape Matar Sarr",2002-09-14,"https://www.transfermarkt.com/pape-matar-sarr/profil/spieler/568693","Central Midfield","Sarr",2002
"Papu Gómez",1988-02-15,"https://www.transfermarkt.com/papu-gomez/profil/spieler/20005","Left Winger","Gómez",1988
"Pascal Groß",1991-06-15,"https://www.transfermarkt.com/pascal-gross/profil/spieler/82873","Central Midfield","Groß",1991
"Pascal Stenzel",1996-03-20,"https://www.transfermarkt.com/pascal-stenzel/profil/spieler/195246","Right-Back","Stenzel",1996
"Pascal Struijk",1999-08-11,"https://www.transfermarkt.com/pascal-struijk/profil/spieler/410708","Left-Back","Struijk",1999
"Pasquale Mazzocchi",1995-07-27,"https://www.transfermarkt.com/pasquale-mazzocchi/profil/spieler/250153","Right-Back","Mazzocchi",1995
"Pathé Ciss",1994-03-16,"https://www.transfermarkt.com/pathe-ciss/profil/spieler/525578","Central Midfield","Ciss",1994
"Patric",1993-04-17,"https://www.transfermarkt.com/patric/profil/spieler/126729","Centre-Back","Patric",1993
"Patrick Bamford",1993-09-05,"https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334","Centre-Forward","Bamford",1993
"Patrick Ciurria",1995-02-09,"https://www.transfermarkt.com/patrick-ciurria/profil/spieler/255838","Right Winger","Ciurria",1995
"Patrick Herrmann",1991-02-12,"https://www.transfermarkt.com/patrick-herrmann/profil/spieler/32711","Right Winger","Herrmann",1991
"Patrick Osterhage",2000-02-01,"https://www.transfermarkt.com/patrick-osterhage/profil/spieler/443331","Central Midfield","Osterhage",2000
"Patrick Pentz",1997-01-02,"https://www.transfermarkt.com/patrick-pentz/profil/spieler/223972","Goalkeeper","Pentz",1997
"Patrick Wimmer",2001-05-30,"https://www.transfermarkt.com/patrick-wimmer/profil/spieler/533295","Right Winger","Wimmer",2001
"Patrik Schick",1996-01-24,"https://www.transfermarkt.com/patrik-schick/profil/spieler/242086","Centre-Forward","Schick",1996
"Patson Daka",1998-10-09,"https://www.transfermarkt.com/patson-daka/profil/spieler/365172","Centre-Forward","Daka",1998
"Pau López",1994-12-13,"https://www.transfermarkt.com/pau-lopez/profil/spieler/286415","Goalkeeper","López",1994
"Pau Torres",1997-01-16,"https://www.transfermarkt.com/pau-torres/profil/spieler/399776","Centre-Back","Torres",1997
"Paul Akouokou",1997-12-20,"https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901","Defensive Midfield","Akouokou",1997
"Paul Bernardoni",1997-04-18,"https://www.transfermarkt.com/paul-bernardoni/profil/spieler/318507","Goalkeeper","Bernardoni",1997
"Paul Dummett",1991-09-26,"https://www.transfermarkt.com/paul-dummett/profil/spieler/170321","Left-Back","Dummett",1991
"Paul Grave",2001-04-10,"https://www.transfermarkt.com/paul-grave/profil/spieler/452192","Goalkeeper","Grave",2001
"Paul Jaeckel",1998-07-22,"https://www.transfermarkt.com/paul-jaeckel/profil/spieler/284248","Centre-Back","Jaeckel",1998
"Paul Onuachu",1994-05-28,"https://www.transfermarkt.com/paul-onuachu/profil/spieler/272855","Centre-Forward","Onuachu",1994
"Paul Pogba",1993-03-15,"https://www.transfermarkt.com/paul-pogba/profil/spieler/122153","Central Midfield","Pogba",1993
"Paul Seguin",1995-03-29,"https://www.transfermarkt.com/paul-seguin/profil/spieler/183780","Central Midfield","Seguin",1995
"Paul Wanner",2005-12-23,"https://www.transfermarkt.com/paul-wanner/profil/spieler/900909","Attacking Midfield","Wanner",2005
"Paulo Dybala",1993-11-15,"https://www.transfermarkt.com/paulo-dybala/profil/spieler/206050","Second Striker","Dybala",1993
"Paulo Gazzaniga",1992-01-02,"https://www.transfermarkt.com/paulo-gazzaniga/profil/spieler/195488","Goalkeeper","Gazzaniga",1992
"Paulo Otávio",1994-11-23,"https://www.transfermarkt.com/paulo-otavio/profil/spieler/221611","Left-Back","Otávio",1994
"Pavao Pervan",1987-11-13,"https://www.transfermarkt.com/pavao-pervan/profil/spieler/51977","Goalkeeper","Pervan",1987
"Pavel Kaderabek",1992-04-25,"https://www.transfermarkt.com/pavel-kaderabek/profil/spieler/143798","Right-Back","Kaderabek",1992
"Pawel Dawidowicz",1995-05-20,"https://www.transfermarkt.com/pawel-dawidowicz/profil/spieler/248732","Centre-Back","Dawidowicz",1995
"Paxten Aaronson",2003-08-26,"https://www.transfermarkt.com/paxten-aaronson/profil/spieler/795738","Attacking Midfield","Aaronson",2003
"Pedri",2002-11-25,"https://www.transfermarkt.com/pedri/profil/spieler/683840","Central Midfield","Pedri",2002
"Pedro Bigas",1990-05-15,"https://www.transfermarkt.com/pedro-bigas/profil/spieler/203043","Centre-Back","Bigas",1990
"Pedro Chirivella",1997-05-23,"https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273","Defensive Midfield","Chirivella",1997
"Pedro Mendes",1990-10-01,"https://www.transfermarkt.com/pedro-mendes/profil/spieler/72857","Centre-Back","Mendes",1990
"Pedro Neto",2000-03-09,"https://www.transfermarkt.com/pedro-neto/profil/spieler/487465","Right Winger","Neto",2000
"Pedro Obiang",1992-03-27,"https://www.transfermarkt.com/pedro-obiang/profil/spieler/101213","Central Midfield","Obiang",1992
"Pedro Porro",1999-09-13,"https://www.transfermarkt.com/pedro-porro/profil/spieler/553875","Right-Back","Porro",1999
"Pedro",1987-07-28,"https://www.transfermarkt.com/pedro/profil/spieler/65278","Right Winger","Pedro",1987
"Pep Chavarría",1998-04-10,"https://www.transfermarkt.com/pep-chavarria/profil/spieler/596122","Left-Back","Chavarría",1998
"Pepe Reina",1982-08-31,"https://www.transfermarkt.com/pepe-reina/profil/spieler/7825","Goalkeeper","Reina",1982
"Pere Milla",1992-09-23,"https://www.transfermarkt.com/pere-milla/profil/spieler/225593","Left Winger","Milla",1992
"Perr Schuurs",1999-11-26,"https://www.transfermarkt.com/perr-schuurs/profil/spieler/418543","Centre-Back","Schuurs",1999
"Pervis Estupiñán",1998-01-21,"https://www.transfermarkt.com/pervis-estupinan/profil/spieler/349599","Left-Back","Estupiñán",1998
"Petar Stojanovic",1995-10-07,"https://www.transfermarkt.com/petar-stojanovic/profil/spieler/183841","Right-Back","Stojanovic",1995
"Petar Zovko",2002-03-25,"https://www.transfermarkt.com/petar-zovko/profil/spieler/602299","Goalkeeper","Zovko",2002
"Péter Gulácsi",1990-05-06,"https://www.transfermarkt.com/peter-gulacsi/profil/spieler/57071","Goalkeeper","Gulácsi",1990
"Peter Pekarik",1986-10-30,"https://www.transfermarkt.com/peter-pekarik/profil/spieler/51100","Right-Back","Pekarik",1986
"Phil Foden",2000-05-28,"https://www.transfermarkt.com/phil-foden/profil/spieler/406635","Left Winger","Foden",2000
"Phil Jones",1992-02-21,"https://www.transfermarkt.com/phil-jones/profil/spieler/117996","Centre-Back","Jones",1992
"Philip Billing",1996-06-11,"https://www.transfermarkt.com/philip-billing/profil/spieler/320411","Central Midfield","Billing",1996
"Philipp Förster",1995-02-04,"https://www.transfermarkt.com/philipp-forster/profil/spieler/179635","Attacking Midfield","Förster",1995
"Philipp Hofmann",1993-03-30,"https://www.transfermarkt.com/philipp-hofmann/profil/spieler/119037","Centre-Forward","Hofmann",1993
"Philipp Lienhart",1996-07-11,"https://www.transfermarkt.com/philipp-lienhart/profil/spieler/225657","Centre-Back","Lienhart",1996
"Philipp Max",1993-09-30,"https://www.transfermarkt.com/philipp-max/profil/spieler/111275","Left-Back","Max",1993
"Philipp Pentke",1985-05-01,"https://www.transfermarkt.com/philipp-pentke/profil/spieler/8246","Goalkeeper","Pentke",1985
"Philipp Schulz",2005-05-25,"https://www.transfermarkt.com/philipp-schulz/profil/spieler/796212","Centre-Back","Schulz",2005
"Philipp Schulze",2003-01-29,"https://www.transfermarkt.com/philipp-schulze/profil/spieler/574203","Goalkeeper","Schulze",2003
"Philippe Coutinho",1992-06-12,"https://www.transfermarkt.com/philippe-coutinho/profil/spieler/80444","Left Winger","Coutinho",1992
"Pierluigi Gollini",1995-03-18,"https://www.transfermarkt.com/pierluigi-gollini/profil/spieler/244192","Goalkeeper","Gollini",1995
"Piero Hincapié",2002-01-09,"https://www.transfermarkt.com/piero-hincapie/profil/spieler/659813","Centre-Back","Hincapié",2002
"Pierre-Emerick Aubameyang",1989-06-18,"https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864","Centre-Forward","Aubameyang",1989
"Pierre-Emile Höjbjerg",1995-08-05,"https://www.transfermarkt.com/pierre-emile-hojbjerg/profil/spieler/167799","Central Midfield","Höjbjerg",1995
"Pierre Kalulu",2000-06-05,"https://www.transfermarkt.com/pierre-kalulu/profil/spieler/585949","Centre-Back","Kalulu",2000
"Pierre Kunde",1995-07-26,"https://www.transfermarkt.com/pierre-kunde/profil/spieler/339829","Central Midfield","Kunde",1995
"Pierre Lees-Melou",1993-05-25,"https://www.transfermarkt.com/pierre-lees-melou/profil/spieler/377393","Defensive Midfield","Lees-Melou",1993
"Pierrick Capelle",1987-04-15,"https://www.transfermarkt.com/pierrick-capelle/profil/spieler/214532","Left Midfield","Capelle",1987
"Pietro Boer",2002-05-12,"https://www.transfermarkt.com/pietro-boer/profil/spieler/581604","Goalkeeper","Boer",2002
"Pietro Ceccaroni",1995-12-21,"https://www.transfermarkt.com/pietro-ceccaroni/profil/spieler/239099","Centre-Back","Ceccaroni",1995
"Pietro Pellegri",2001-03-17,"https://www.transfermarkt.com/pietro-pellegri/profil/spieler/364133","Centre-Forward","Pellegri",2001
"Pietro Terracciano",1990-03-08,"https://www.transfermarkt.com/pietro-terracciano/profil/spieler/96254","Goalkeeper","Terracciano",1990
"Piotr Zielinski",1994-05-20,"https://www.transfermarkt.com/piotr-zielinski/profil/spieler/181136","Central Midfield","Zielinski",1994
"Pol Lirola",1997-08-13,"https://www.transfermarkt.com/pol-lirola/profil/spieler/298975","Right-Back","Lirola",1997
"Pontus Jansson",1991-02-13,"https://www.transfermarkt.com/pontus-jansson/profil/spieler/125314","Centre-Back","Jansson",1991
"Portu",1992-05-21,"https://www.transfermarkt.com/portu/profil/spieler/99353","Right Winger","Portu",1992
"Predrag Rajković",1995-10-31,"https://www.transfermarkt.com/predrag-rajkovi%C4%87/profil/spieler/190263","Goalkeeper","Rajković",1995
"Presnel Kimpembe",1995-08-13,"https://www.transfermarkt.com/presnel-kimpembe/profil/spieler/282041","Centre-Back","Kimpembe",1995
"Przemyslaw Frankowski",1995-04-12,"https://www.transfermarkt.com/przemyslaw-frankowski/profil/spieler/239743","Right Midfield","Frankowski",1995
"Przemyslaw Wisniewski",1998-07-27,"https://www.transfermarkt.com/przemyslaw-wisniewski/profil/spieler/386967","Centre-Back","Wisniewski",1998
"Quentin Merlin",2002-05-16,"https://www.transfermarkt.com/quentin-merlin/profil/spieler/557613","Left-Back","Merlin",2002
"Radamel Falcao",1986-02-10,"https://www.transfermarkt.com/radamel-falcao/profil/spieler/39152","Centre-Forward","Falcao",1986
"Rade Krunic",1993-10-07,"https://www.transfermarkt.com/rade-krunic/profil/spieler/259953","Central Midfield","Krunic",1993
"Rafa Mir",1997-06-18,"https://www.transfermarkt.com/rafa-mir/profil/spieler/361254","Centre-Forward","Mir",1997
"Rafael Borré",1995-09-15,"https://www.transfermarkt.com/rafael-borre/profil/spieler/323831","Centre-Forward","Borré",1995
"Rafael Leão",1999-06-10,"https://www.transfermarkt.com/rafael-leao/profil/spieler/357164","Left Winger","Leão",1999
"Rafael Ratão",1995-11-30,"https://www.transfermarkt.com/rafael-ratao/profil/spieler/289802","Left Winger","Ratão",1995
"Rafael Tolói",1990-10-10,"https://www.transfermarkt.com/rafael-toloi/profil/spieler/72441","Centre-Back","Tolói",1990
"Rafal Gikiewicz",1987-10-26,"https://www.transfermarkt.com/rafal-gikiewicz/profil/spieler/78339","Goalkeeper","Gikiewicz",1987
"Raheem Sterling",1994-12-08,"https://www.transfermarkt.com/raheem-sterling/profil/spieler/134425","Left Winger","Sterling",1994
"Raimonds Krollis",2001-10-28,"https://www.transfermarkt.com/raimonds-krollis/profil/spieler/594505","Centre-Forward","Krollis",2001
"Ralf Fährmann",1988-09-27,"https://www.transfermarkt.com/ralf-fahrmann/profil/spieler/39015","Goalkeeper","Fährmann",1988
"Ramón Terrats",2000-10-18,"https://www.transfermarkt.com/ramon-terrats/profil/spieler/783396","Defensive Midfield","Terrats",2000
"Ramy Bensebaini",1995-04-16,"https://www.transfermarkt.com/ramy-bensebaini/profil/spieler/284732","Left-Back","Bensebaini",1995
"Randal Kolo Muani",1998-12-05,"https://www.transfermarkt.com/randal-kolo-muani/profil/spieler/487969","Centre-Forward","Muani",1998
"Randy Nteka",1997-12-06,"https://www.transfermarkt.com/randy-nteka/profil/spieler/560483","Attacking Midfield","Nteka",1997
"Rani Khedira",1994-01-27,"https://www.transfermarkt.com/rani-khedira/profil/spieler/124410","Defensive Midfield","Khedira",1994
"Raoul Bellanova",2000-05-17,"https://www.transfermarkt.com/raoul-bellanova/profil/spieler/357992","Right-Back","Bellanova",2000
"Raphaël Guerreiro",1993-12-22,"https://www.transfermarkt.com/raphael-guerreiro/profil/spieler/170986","Left-Back","Guerreiro",1993
"Raphaël Varane",1993-04-25,"https://www.transfermarkt.com/raphael-varane/profil/spieler/164770","Centre-Back","Varane",1993
"Raphinha",1996-12-14,"https://www.transfermarkt.com/raphinha/profil/spieler/411295","Right Winger","Raphinha",1996
"Rasmus Højlund",2003-02-04,"https://www.transfermarkt.com/rasmus-hojlund/profil/spieler/610442","Centre-Forward","Højlund",2003
"Rasmus Kristensen",1997-07-11,"https://www.transfermarkt.com/rasmus-kristensen/profil/spieler/369684","Right-Back","Kristensen",1997
"Rasmus Nicolaisen",1997-03-16,"https://www.transfermarkt.com/rasmus-nicolaisen/profil/spieler/283227","Centre-Back","Nicolaisen",1997
"Raúl Albiol",1985-09-04,"https://www.transfermarkt.com/raul-albiol/profil/spieler/15452","Centre-Back","Albiol",1985
"Raúl de Tomás",1994-10-17,"https://www.transfermarkt.com/raul-de-tomas/profil/spieler/162038","Centre-Forward","Tomás",1994
"Raúl García",1986-07-11,"https://www.transfermarkt.com/raul-garcia/profil/spieler/34601","Centre-Forward","García",1986
"Raúl Guti",1996-12-30,"https://www.transfermarkt.com/raul-guti/profil/spieler/330352","Central Midfield","Guti",1996
"Raúl Jiménez",1991-05-05,"https://www.transfermarkt.com/raul-jimenez/profil/spieler/206040","Centre-Forward","Jiménez",1991
"Raúl Parra",1999-11-26,"https://www.transfermarkt.com/raul-parra/profil/spieler/784719","Right-Back","Parra",1999
"Rayan Aït-Nouri",2001-06-06,"https://www.transfermarkt.com/rayan-ait-nouri/profil/spieler/578391","Left-Back","Aït-Nouri",2001
"Rayan Cherki",2003-08-17,"https://www.transfermarkt.com/rayan-cherki/profil/spieler/607223","Attacking Midfield","Cherki",2003
"Rayan Raveloson",1997-01-16,"https://www.transfermarkt.com/rayan-raveloson/profil/spieler/344576","Defensive Midfield","Raveloson",1997
"Razvan Marin",1996-05-23,"https://www.transfermarkt.com/razvan-marin/profil/spieler/295183","Central Midfield","Marin",1996
"Reda Belahyane",2004-06-01,"https://www.transfermarkt.com/reda-belahyane/profil/spieler/982855","Defensive Midfield","Belahyane",2004
"Reece James",1999-12-08,"https://www.transfermarkt.com/reece-james/profil/spieler/472423","Right-Back","James",1999
"Reece Oxford",1998-12-16,"https://www.transfermarkt.com/reece-oxford/profil/spieler/314295","Centre-Back","Oxford",1998
"Reinier",2002-01-19,"https://www.transfermarkt.com/reinier/profil/spieler/627226","Attacking Midfield","Reinier",2002
"Reinildo Mandava",1994-01-21,"https://www.transfermarkt.com/reinildo-mandava/profil/spieler/240692","Left-Back","Mandava",1994
"Reiss Nelson",1999-12-10,"https://www.transfermarkt.com/reiss-nelson/profil/spieler/340325","Right Winger","Nelson",1999
"Rémi Oudin",1996-11-18,"https://www.transfermarkt.com/remi-oudin/profil/spieler/399543","Right Winger","Oudin",1996
"Remo Freuler",1992-04-15,"https://www.transfermarkt.com/remo-freuler/profil/spieler/148252","Central Midfield","Freuler",1992
"Rémy Cabella",1990-03-08,"https://www.transfermarkt.com/remy-cabella/profil/spieler/113707","Attacking Midfield","Cabella",1990
"Rémy Descamps",1996-06-25,"https://www.transfermarkt.com/remy-descamps/profil/spieler/282028","Goalkeeper","Descamps",1996
"Rémy Dugimont",1986-07-01,"https://www.transfermarkt.com/remy-dugimont/profil/spieler/174304","Left Winger","Dugimont",1986
"Rémy Labeau Lascary",2003-03-03,"https://www.transfermarkt.com/remy-labeau-lascary/profil/spieler/917778","Centre-Forward","Lascary",2003
"Rémy Riou",1987-08-06,"https://www.transfermarkt.com/remy-riou/profil/spieler/18940","Goalkeeper","Riou",1987
"Renan Lodi",1998-04-08,"https://www.transfermarkt.com/renan-lodi/profil/spieler/476352","Left-Back","Lodi",1998
"Renato Sanches",1997-08-18,"https://www.transfermarkt.com/renato-sanches/profil/spieler/258027","Central Midfield","Sanches",1997
"Renato Tapia",1995-07-28,"https://www.transfermarkt.com/renato-tapia/profil/spieler/277137","Defensive Midfield","Tapia",1995
"Renato Veiga",2003-07-29,"https://www.transfermarkt.com/renato-veiga/profil/spieler/805714","Defensive Midfield","Veiga",2003
"Renaud Ripart",1993-03-14,"https://www.transfermarkt.com/renaud-ripart/profil/spieler/234802","Right Winger","Ripart",1993
"Rhys Healey",1994-12-06,"https://www.transfermarkt.com/rhys-healey/profil/spieler/238185","Centre-Forward","Healey",1994
"Rhys Williams",2001-02-03,"https://www.transfermarkt.com/rhys-williams/profil/spieler/503679","Centre-Back","Williams",2001
"Riad Nouri",1985-06-07,"https://www.transfermarkt.com/riad-nouri/profil/spieler/119104","Right Winger","Nouri",1985
"Ricardo Pereira",1993-10-06,"https://www.transfermarkt.com/ricardo-pereira/profil/spieler/215876","Right-Back","Pereira",1993
"Ricardo Rodríguez",1992-08-25,"https://www.transfermarkt.com/ricardo-rodriguez/profil/spieler/86784","Centre-Back","Rodríguez",1992
"Riccardo Marchizza",1998-03-26,"https://www.transfermarkt.com/riccardo-marchizza/profil/spieler/297645","Left-Back","Marchizza",1998
"Riccardo Orsolini",1997-01-24,"https://www.transfermarkt.com/riccardo-orsolini/profil/spieler/368482","Right Winger","Orsolini",1997
"Riccardo Saponara",1991-12-21,"https://www.transfermarkt.com/riccardo-saponara/profil/spieler/88909","Attacking Midfield","Saponara",1991
